question_id,category_slug,category_name,question_text,answer_position,answer_text,is_correct,rationale
107,mouvement,Mouvement,"De quand date la dernière Norme J.E. ?",3,2021,0,
108,mouvement,Mouvement,"Quelles sont les différentes sanctions d'audit-conseil pour une Junior-Entreprise?",0,"Satisfaisant, AC,BS, PPU, Rétrogradation, Radiation",0,
108,mouvement,Mouvement,"Quelles sont les différentes sanctions d'audit-conseil pour une Junior-Entreprise?",1,"Satisfaisant, AS, AF, PPU, Rétrogradation, Radiation",0,
108,mouvement,Mouvement,"Quelles sont les différentes sanctions d'audit-conseil pour une Junior-Entreprise?",2,"Satisfaisant, AC, AF, PPU, Rétrogradation, Radiation",1,
109,mouvement,Mouvement,"Qui a porté plainte contre une Junior du mouvement en 1988 ? (qui a donner lieu à un texte de loi par la suite)",0,"Un intervenant",0,
109,mouvement,Mouvement,"Qui a porté plainte contre une Junior du mouvement en 1988 ? (qui a donner lieu à un texte de loi par la suite)",1,"Les URSSAF",1,
109,mouvement,Mouvement,"Qui a porté plainte contre une Junior du mouvement en 1988 ? (qui a donner lieu à un texte de loi par la suite)",2,"L'état français",0,
109,mouvement,Mouvement,"Qui a porté plainte contre une Junior du mouvement en 1988 ? (qui a donner lieu à un texte de loi par la suite)",3,"Le FISC",0,
110,mouvement,Mouvement,"Combien existe-t-il de types d'auditeurs-conseil différents et quels sont-ils ?",0,"3 types différents : trésorerie, étude et organisationnel",0,
110,mouvement,Mouvement,"Combien existe-t-il de types d'auditeurs-conseil différents et quels sont-ils ?",1,"3 types différents : J.E., J.I. et J.C.",0,
110,mouvement,Mouvement,"Combien existe-t-il de types d'auditeurs-conseil différents et quels sont-ils ?",2,"2 types différents : trésorerie et organisationnel",1,
110,mouvement,Mouvement,"Combien existe-t-il de types d'auditeurs-conseil différents et quels sont-ils ?",3,"2 types différents : auditeur-conseil junior et auditeur-conseil senior",0,
111,mouvement,Mouvement,"Qu'est-ce que les Excellence Awards ? Quand sont-ils remis ?",0,"Ce sont des prix décernés par JEE pendant la Winter Conference à Bruxelles",1,
111,mouvement,Mouvement,"Qu'est-ce que les Excellence Awards ? Quand sont-ils remis ?",1,"Ce sont des prix décernés par la CNJE pendant le CNE",0,
111,mouvement,Mouvement,"Qu'est-ce que les Excellence Awards ? Quand sont-ils remis ?",2,"Ce sont des prix décernés par JEE pendant la Spring Conference à Venise",0,
111,mouvement,Mouvement,"Qu'est-ce que les Excellence Awards ? Quand sont-ils remis ?",3,"Ce sont des prix décernés par la CNJE pendant la JEX",0,
112,mouvement,Mouvement,"Quelle est la plateforme pour pouvoir acceder aux E-learning de la CNJE ?",0,Kiwi,0,
112,mouvement,Mouvement,"Quelle est la plateforme pour pouvoir acceder aux E-learning de la CNJE ?",1,"Kiwi Formation",1,
112,mouvement,Mouvement,"Quelle est la plateforme pour pouvoir acceder aux E-learning de la CNJE ?",2,Junior-Entreprise.org,0,
112,mouvement,Mouvement,"Quelle est la plateforme pour pouvoir acceder aux E-learning de la CNJE ?",3,"Kiwi Légal",0,
113,mouvement,Mouvement,"Quel(s) est(sont) le(s) épreuve(s) pour devenir formateur CNJE ?",0,"Week-end de Formation",0,
113,mouvement,Mouvement,"Quel(s) est(sont) le(s) épreuve(s) pour devenir formateur CNJE ?",1,"Test de connaissance",0,
113,mouvement,Mouvement,"Quel(s) est(sont) le(s) épreuve(s) pour devenir formateur CNJE ?",2,"Acune des trois propositions",0,
113,mouvement,Mouvement,"Quel(s) est(sont) le(s) épreuve(s) pour devenir formateur CNJE ?",3,"Rendu d'un dossier technique et Réalisation une formation à blanc",1,
114,mouvement,Mouvement,"De quand date la première Norme J.I. ?",0,2015,0,
114,mouvement,Mouvement,"De quand date la première Norme J.I. ?",1,2018,1,
114,mouvement,Mouvement,"De quand date la première Norme J.I. ?",2,2020,0,
114,mouvement,Mouvement,"De quand date la première Norme J.I. ?",3,2016,0,
115,mouvement,Mouvement,"Quelles sont les régions CNJE ?",0,"Nord, Nord-Ouest, Ouest, Sud-Ouest,Sud, Est, Centre-Est, Ile de France",0,
115,mouvement,Mouvement,"Quelles sont les régions CNJE ?",1,"Nord, Nord-Ouest, Ouest, Sud-Ouest, Méditerranée, Est, Centre-Est, Ile de France",1,
115,mouvement,Mouvement,"Quelles sont les régions CNJE ?",2,"Nord, Nord-Ouest, Ouest, Sud-Ouest, Méditerranée, Est, Centre, Ile de France",0,
115,mouvement,Mouvement,"Quelles sont les régions CNJE ?",3,"Nord, Nord-Ouest, Ouest, Sud-Ouest, Méditerranée, Sud-Est, Centre-Est, Ile de France",0,
116,mouvement,Mouvement,"Dans ces propositions,  laquelle n'est pas une sanction d'audit ?",0,"Rétrogradation",0,
116,mouvement,Mouvement,"Dans ces propositions,  laquelle n'est pas une sanction d'audit ?",1,"Procédure principal d'urgence",0,
116,mouvement,Mouvement,"Dans ces propositions,  laquelle n'est pas une sanction d'audit ?",2,"Avertissement conservatoire",0,
116,mouvement,Mouvement,"Dans ces propositions,  laquelle n'est pas une sanction d'audit ?",3,"Avertissement statutaire",1,
117,mouvement,Mouvement,"Où est située la plus grosse confédération nationale de Juniors ?",0,"En Afrique avec plus de 700 Juniors.",0,
117,mouvement,Mouvement,"Où est située la plus grosse confédération nationale de Juniors ?",1,"En Asie avec plus de 700 Juniors.",0,
117,mouvement,Mouvement,"Où est située la plus grosse confédération nationale de Juniors ?",2,"En Europe avec plus de 700 Juniors.",0,
117,mouvement,Mouvement,"Où est située la plus grosse confédération nationale de Juniors ?",3,"Au Brésil avec plus de 700 Juniors.",1,
118,mouvement,Mouvement,"Quelle est la fréquence de l'audit d'une Junior-Entreprise ?",0,"2 ans",0,
118,mouvement,Mouvement,"Quelle est la fréquence de l'audit d'une Junior-Entreprise ?",1,"6 mois",0,
118,mouvement,Mouvement,"Quelle est la fréquence de l'audit d'une Junior-Entreprise ?",2,"3 mois",0,
118,mouvement,Mouvement,"Quelle est la fréquence de l'audit d'une Junior-Entreprise ?",3,"1 an",1,
119,mouvement,Mouvement,"Qu'est-ce qu'un parrainage ?",0,"Un partenariat entre une J.E. et une Junior Hors-Mouvement ou J.C. ou J.I.",1,
119,mouvement,Mouvement,"Qu'est-ce qu'un parrainage ?",1,"Un partenariat entre une Junior ingénieure et une Junior commerciale.",0,
120,mouvement,Mouvement,"Dans ces propositions, quel prix n'est pas présenté au CNH ?",0,"Prix du Meilleur Accompagnement des intervenants",0,
120,mouvement,Mouvement,"Dans ces propositions, quel prix n'est pas présenté au CNH ?",1,"Prix RSE",0,
120,mouvement,Mouvement,"Dans ces propositions, quel prix n'est pas présenté au CNH ?",2,"Prix de la Meilleure Stratégie de Communication",1,
120,mouvement,Mouvement,"Dans ces propositions, quel prix n'est pas présenté au CNH ?",3,"Prix de la Meilleure Stratégie de Développement Commercial",0,
121,mouvement,Mouvement,"Qu'est-ce que WEFA ?",0,"Un congrès spécifique pour les Junior",0,
121,mouvement,Mouvement,"Qu'est-ce que WEFA ?",1,"Un week-end de sélection et de formation pour les futurs Auditeur-Conseil",1,
121,mouvement,Mouvement,"Qu'est-ce que WEFA ?",2,"Un week-end de recrutement pour la futur équipe CNJE",0,
121,mouvement,Mouvement,"Qu'est-ce que WEFA ?",3,"Le dernier congrès d'hiver",0,
122,mouvement,Mouvement,"Quel est le nombre minimum de mission et d'intervenant à avoir sur 1 an pour avoir le statut de Junior-Entreprise ?",0,"2 missions et 1 intervenant",0,
122,mouvement,Mouvement,"Quel est le nombre minimum de mission et d'intervenant à avoir sur 1 an pour avoir le statut de Junior-Entreprise ?",1,"4 missions et 5 intervenants",0,
122,mouvement,Mouvement,"Quel est le nombre minimum de mission et d'intervenant à avoir sur 1 an pour avoir le statut de Junior-Entreprise ?",2,"3 missions et 3 intervenants",1,
122,mouvement,Mouvement,"Quel est le nombre minimum de mission et d'intervenant à avoir sur 1 an pour avoir le statut de Junior-Entreprise ?",3,"3 missions et 2 intervenants",0,
123,mouvement,Mouvement,"Combien y a t-il de régions CNJE ?",0,8,1,
123,mouvement,Mouvement,"Combien y a t-il de régions CNJE ?",1,5,0,
123,mouvement,Mouvement,"Combien y a t-il de régions CNJE ?",2,7,0,
123,mouvement,Mouvement,"Combien y a t-il de régions CNJE ?",3,6,0,
124,mouvement,Mouvement,"Pour obtenir la Norme J.E. il faut ?",0,"2 études, 2 intervenants différents et un CA de 1 500€ HT signé",0,
124,mouvement,Mouvement,"Pour obtenir la Norme J.E. il faut ?",1,"3 études, 3 intervenants diférrents et un CA de 6 000€ HT signé",1,
124,mouvement,Mouvement,"Pour obtenir la Norme J.E. il faut ?",2,"3 études, 3 intervenants différents et un CA de 6 000€ HT facturé",0,
124,mouvement,Mouvement,"Pour obtenir la Norme J.E. il faut ?",3,"2 études, 2 intervenants différents et un CA de 1 500€ HT facturé",0,
125,mouvement,Mouvement,"Combien y a-t-il de Junior-Entreprises en Europe ?",0,"Environ 370 en 2019",1,
125,mouvement,Mouvement,"Combien y a-t-il de Junior-Entreprises en Europe ?",1,"Environ 290 en 2019",0,
125,mouvement,Mouvement,"Combien y a-t-il de Junior-Entreprises en Europe ?",2,"Environ 220 en 2019",0,
125,mouvement,Mouvement,"Combien y a-t-il de Junior-Entreprises en Europe ?",3,"Environ 440 en 2019",0,
126,mouvement,Mouvement,"Quand a lieu l'élection de l'équipe CNJE ?",0,"AGP de septembre",0,
126,mouvement,Mouvement,"Quand a lieu l'élection de l'équipe CNJE ?",1,"AGP de février",0,
126,mouvement,Mouvement,"Quand a lieu l'élection de l'équipe CNJE ?",2,"AGP du CNE",0,
126,mouvement,Mouvement,"Quand a lieu l'élection de l'équipe CNJE ?",3,"AGP de juin",1,
127,mouvement,Mouvement,"Qui est le lauréat du Prix d'Excellence en 2022 ?",0,"Dauphine Junior Consulting",0,
127,mouvement,Mouvement,"Qui est le lauréat du Prix d'Excellence en 2022 ?",1,"Junior Centrale Supélec",1,
127,mouvement,Mouvement,"Qui est le lauréat du Prix d'Excellence en 2022 ?",2,"ESCadrille Toulouse Junior Conseil",0,
127,mouvement,Mouvement,"Qui est le lauréat du Prix d'Excellence en 2022 ?",3,"N7 Consulting",0,
128,mouvement,Mouvement,"Qui sont les partenaires Premium de la CNJE ?",0,"BNP, Alten, EY, Engie",1,
128,mouvement,Mouvement,"Qui sont les partenaires Premium de la CNJE ?",1,"BNP, Altran, EY, Engie",0,
128,mouvement,Mouvement,"Qui sont les partenaires Premium de la CNJE ?",2,"BNP, Alten, KPMG, Engie",0,
128,mouvement,Mouvement,"Qui sont les partenaires Premium de la CNJE ?",3,"Société Générale, Alten, EY, Engie",0,
129,mouvement,Mouvement,"Combien y-a-t-il d'AGP par an ?",0,4,0,
129,mouvement,Mouvement,"Combien y-a-t-il d'AGP par an ?",1,3,0,
129,mouvement,Mouvement,"Combien y-a-t-il d'AGP par an ?",2,6,0,
129,mouvement,Mouvement,"Combien y-a-t-il d'AGP par an ?",3,5,1,
130,mouvement,Mouvement,"Quelle Norme n'existe pas ?",0,"Norme J.I.",0,
130,mouvement,Mouvement,"Quelle Norme n'existe pas ?",1,"Norme J.E.",0,
130,mouvement,Mouvement,"Quelle Norme n'existe pas ?",2,"Norme J.C.",1,
131,mouvement,Mouvement,"Pour un nouvel Auditeur-Conseil, le nombre minimal d'Audits-Conseil obligatoires à réaliser est de :",0,4,0,
131,mouvement,Mouvement,"Pour un nouvel Auditeur-Conseil, le nombre minimal d'Audits-Conseil obligatoires à réaliser est de :",1,3,1,
131,mouvement,Mouvement,"Pour un nouvel Auditeur-Conseil, le nombre minimal d'Audits-Conseil obligatoires à réaliser est de :",2,1,0,
131,mouvement,Mouvement,"Pour un nouvel Auditeur-Conseil, le nombre minimal d'Audits-Conseil obligatoires à réaliser est de :",3,2,0,
132,mouvement,Mouvement,"Dans ces propositions, quel sujet n'est pas abordé/voté en AGP ?",0,"Annonce des vainqueurs des prix",1,
132,mouvement,Mouvement,"Dans ces propositions, quel sujet n'est pas abordé/voté en AGP ?",1,"Vote des Statuts",0,
132,mouvement,Mouvement,"Dans ces propositions, quel sujet n'est pas abordé/voté en AGP ?",2,"Informations sur l'évolution du mouvement",0,
132,mouvement,Mouvement,"Dans ces propositions, quel sujet n'est pas abordé/voté en AGP ?",3,"Vote des passages de marque",0,
133,mouvement,Mouvement,"Quel processus ne fait pas partie des 5 processus Trésorerie définis dans la Norme J.E. ?",0,"Comptabilité",1,
133,mouvement,Mouvement,"Quel processus ne fait pas partie des 5 processus Trésorerie définis dans la Norme J.E. ?",1,Ventes,0,
133,mouvement,Mouvement,"Quel processus ne fait pas partie des 5 processus Trésorerie définis dans la Norme J.E. ?",2,Achats,0,
133,mouvement,Mouvement,"Quel processus ne fait pas partie des 5 processus Trésorerie définis dans la Norme J.E. ?",3,Transversal,0,
134,mouvement,Mouvement,"Si une Junior cherche à progresser dans un domaine en particulier, je peux la renvoyer vers",0,"Kiwi Légal",0,
134,mouvement,Mouvement,"Si une Junior cherche à progresser dans un domaine en particulier, je peux la renvoyer vers",1,"Le Pôle Audit de la CNJE",0,
134,mouvement,Mouvement,"Si une Junior cherche à progresser dans un domaine en particulier, je peux la renvoyer vers",2,"Le Pôle Conseil de la CNJE",0,
134,mouvement,Mouvement,"Si une Junior cherche à progresser dans un domaine en particulier, je peux la renvoyer vers",3,"Le Pôle Développement de la CNJE",1,
135,mouvement,Mouvement,"Quel est le nombre de Junior dans le mouvement ? (En 2021)",0,"200 Juniors",1,
135,mouvement,Mouvement,"Quel est le nombre de Junior dans le mouvement ? (En 2021)",1,"300 Juniors",0,
135,mouvement,Mouvement,"Quel est le nombre de Junior dans le mouvement ? (En 2021)",2,"450 Juniors",0,
135,mouvement,Mouvement,"Quel est le nombre de Junior dans le mouvement ? (En 2021)",3,"150 Juniors",0,
136,mouvement,Mouvement,"Lequel de ces éléments ne fait pas partie de la stratégie du mouvement des Junior-Entreprises ?",0,"Rassembler les Junior-entrepreneurs en un mouvement acteur",0,
136,mouvement,Mouvement,"Lequel de ces éléments ne fait pas partie de la stratégie du mouvement des Junior-Entreprises ?",1,"Faire des Junior-Entreprises un mouvement moderne, digital et jeune",1,
136,mouvement,Mouvement,"Lequel de ces éléments ne fait pas partie de la stratégie du mouvement des Junior-Entreprises ?",2,"Renforcer la proposition de valeur des Junior-Entreprises",0,
136,mouvement,Mouvement,"Lequel de ces éléments ne fait pas partie de la stratégie du mouvement des Junior-Entreprises ?",3,"Ancrer les Junior-Entreprises comme structures expertes et légitimes",0,
137,mouvement,Mouvement,"Que signifie JEE ?",0,"Junior-Entreprise Europe",1,
137,mouvement,Mouvement,"Que signifie JEE ?",1,"Junior-Entreprise d'Exception",0,
137,mouvement,Mouvement,"Que signifie JEE ?",2,"Junior-Entreprise d'Excellence",0,
137,mouvement,Mouvement,"Que signifie JEE ?",3,"Junior-Entreprise Etrangère",0,
138,mouvement,Mouvement,"Quelle est la date de création de la première Junior",0,1984,0,
138,mouvement,Mouvement,"Quelle est la date de création de la première Junior",1,1967,1,
138,mouvement,Mouvement,"Quelle est la date de création de la première Junior",2,1969,0,
138,mouvement,Mouvement,"Quelle est la date de création de la première Junior",3,1901,0,
139,mouvement,Mouvement,"Quelle est la durée d'un mandat CNJE et quand commence-t-il ?",0,"Un an, du 1er janvier au 31 décembre",0,
139,mouvement,Mouvement,"Quelle est la durée d'un mandat CNJE et quand commence-t-il ?",1,"Un an, du 1er septembre au 31 août de l'année suivante",0,
139,mouvement,Mouvement,"Quelle est la durée d'un mandat CNJE et quand commence-t-il ?",2,"Un an, du 1er juillet au 30 juin de l'année suivante",1,
139,mouvement,Mouvement,"Quelle est la durée d'un mandat CNJE et quand commence-t-il ?",3,"Un an, du 1er mars au 28 février de l'année suivante",0,
140,mouvement,Mouvement,"Quelle est la vision du Mouvement à l'horizon 2024 ?",0,"Enrichir l'expérience client afin de contribuer aux transformations de la société",0,
140,mouvement,Mouvement,"Quelle est la vision du Mouvement à l'horizon 2024 ?",1,"Enrichir l'expérience Junior-Entreprise afin de contribuer aux transformations de la société",1,
140,mouvement,Mouvement,"Quelle est la vision du Mouvement à l'horizon 2024 ?",2,"Enrichir l'expérience intervenant afin de contribuer aux transformations de la société",0,
140,mouvement,Mouvement,"Quelle est la vision du Mouvement à l'horizon 2024 ?",3,"Enrichir l'expérience étudiant afin de contribuer aux transformations de la société",0,
141,mouvement,Mouvement,"Dans ces propositions, quel prix n'est pas présenté au CNE ?",0,"Prix de la Meilleure Approche Commerciale",1,
141,mouvement,Mouvement,"Dans ces propositions, quel prix n'est pas présenté au CNE ?",1,"Meilleur Partenaire de l’Enseignement Supérieur",0,
141,mouvement,Mouvement,"Dans ces propositions, quel prix n'est pas présenté au CNE ?",2,"Prix de la Meilleure Étude en Ingénierie",0,
141,mouvement,Mouvement,"Dans ces propositions, quel prix n'est pas présenté au CNE ?",3,"Prix du meilleur Espoir",0,
142,mouvement,Mouvement,"Combien y a t-il d'AGP (Assemblée Général des Présidents) dans l'année ?",0,5,1,
142,mouvement,Mouvement,"Combien y a t-il d'AGP (Assemblée Général des Présidents) dans l'année ?",1,6,0,
142,mouvement,Mouvement,"Combien y a t-il d'AGP (Assemblée Général des Présidents) dans l'année ?",2,3,0,
142,mouvement,Mouvement,"Combien y a t-il d'AGP (Assemblée Général des Présidents) dans l'année ?",3,4,0,
143,mouvement,Mouvement,"Que signifie AGP ?",0,"Assemblé Générale Partielle",0,
143,mouvement,Mouvement,"Que signifie AGP ?",1,"Assemblée Globale des Présidents",0,
143,mouvement,Mouvement,"Que signifie AGP ?",2,"Assemblée Générale Permanente",0,
143,mouvement,Mouvement,"Que signifie AGP ?",3,"Assemblée Générale des Présidents",1,
144,mouvement,Mouvement,"Qu'est-ce que la L30 ?",0,"Liste des 30 meilleurs Auditeurs-Conseil du mouvement",0,
144,mouvement,Mouvement,"Qu'est-ce que la L30 ?",1,"Liste des 30 meilleurs Junior-Entreprises du mouvement",1,
144,mouvement,Mouvement,"Qu'est-ce que la L30 ?",2,"Liste des 30 meilleurs études du mouvement",0,
144,mouvement,Mouvement,"Qu'est-ce que la L30 ?",3,"Liste des 30 meilleurs projets du mouvement",0,
145,mouvement,Mouvement,"Quel risque n'a pas été utilisé pour construire les Normes CNJE ?",0,"Opérationnels",0,
145,mouvement,Mouvement,"Quel risque n'a pas été utilisé pour construire les Normes CNJE ?",1,"Légaux",0,
145,mouvement,Mouvement,"Quel risque n'a pas été utilisé pour construire les Normes CNJE ?",2,Financiers,0,
145,mouvement,Mouvement,"Quel risque n'a pas été utilisé pour construire les Normes CNJE ?",3,"Comptabilité",1,
146,mouvement,Mouvement,"Quel est le pays avec le plus de Junior-Entreprise ?",0,Etats-Unis,0,
146,mouvement,Mouvement,"Quel est le pays avec le plus de Junior-Entreprise ?",1,Allemagne,0,
146,mouvement,Mouvement,"Quel est le pays avec le plus de Junior-Entreprise ?",2,Bresil,1,
146,mouvement,Mouvement,"Quel est le pays avec le plus de Junior-Entreprise ?",3,France,0,
147,mouvement,Mouvement,"Combien y a-t-il de WEFA chaque année ? Quand ?",0,"Deux : le WEFAP en mars et le WEFAA en novembre",0,
147,mouvement,Mouvement,"Combien y a-t-il de WEFA chaque année ? Quand ?",1,"Quatre : le WEFAH, le WEFAP, le WEFAE et le WEFAA",0,
147,mouvement,Mouvement,"Combien y a-t-il de WEFA chaque année ? Quand ?",2,"Aucune des trois réponses",0,
147,mouvement,Mouvement,"Combien y a-t-il de WEFA chaque année ? Quand ?",3,"Deux : le WEFAH en janvier et le WEFAE en juin",1,
148,mouvement,Mouvement,"Les MDD sont ?",0,"Réalisé par des Formateurs CNJE",0,
148,mouvement,Mouvement,"Les MDD sont ?",1,"Des formations personnalisées pour chaque Junior qui le demande",0,
148,mouvement,Mouvement,"Les MDD sont ?",2,Gratuits,0,
148,mouvement,Mouvement,"Les MDD sont ?",3,"Les 3 réponses précédentes.",1,
149,mouvement,Mouvement,"Quelle est le document qui défini les critères pour être Junior-Entreprise ?",0,"Aucun document ne formalise ces critères",0,
149,mouvement,Mouvement,"Quelle est le document qui défini les critères pour être Junior-Entreprise ?",1,"RI CNJE",0,
149,mouvement,Mouvement,"Quelle est le document qui défini les critères pour être Junior-Entreprise ?",2,"Statut CNJE",0,
149,mouvement,Mouvement,"Quelle est le document qui défini les critères pour être Junior-Entreprise ?",3,"Norme JE",1,
150,clr,CLR,"Quel est le principal risque juridique qu'une Junior-Entreprise cherche à éviter en s'assurant de l'absence de lien de subordination avec ses intervenants ?",0,"La requalification de la prestation en mission de conseil non autorisée.",0,"Le caractère pédagogique et le lien avec les enseignements préviennent ce risque, qui est distinct de la nature de la relation avec l'étudiant."
150,clr,CLR,"Quel est le principal risque juridique qu'une Junior-Entreprise cherche à éviter en s'assurant de l'absence de lien de subordination avec ses intervenants ?",1,"La requalification de la relation en contrat de travail.",1,"KiwiLegal insiste sur le fait que la présence d'un lien de subordination est le critère principal qui pourrait mener les URSSAF à requalifier la mission en salariat, avec de lourdes conséquences financières."
150,clr,CLR,"Quel est le principal risque juridique qu'une Junior-Entreprise cherche à éviter en s'assurant de l'absence de lien de subordination avec ses intervenants ?",2,"Une remise en cause de son statut d'association loi 1901.",0,"Le statut d'association n'est pas directement menacé, mais c'est le régime dérogatoire spécifique aux associations pédagogiques qui serait remis en cause."
150,clr,CLR,"Quel est le principal risque juridique qu'une Junior-Entreprise cherche à éviter en s'assurant de l'absence de lien de subordination avec ses intervenants ?",3,"Une amende pour concurrence déloyale envers les cabinets de conseil.",0,"La concurrence déloyale est un autre sujet. Le risque lié au lien de subordination est interne à la relation entre la Junior et l'étudiant, et concerne le droit social."
151,clr,CLR,"Que signifie le principe de 'gestion désintéressée' pour une Junior-Entreprise ?",0,"Que les membres ne doivent jamais être rétribués pour leur travail.",0,"Les dirigeants peuvent être rétribués sous certaines conditions. Le principe concerne surtout le non-partage des bénéfices et le but non lucratif."
151,clr,CLR,"Que signifie le principe de 'gestion désintéressée' pour une Junior-Entreprise ?",1,"Que la Junior ne doit pas chercher à réaliser de bénéfices.",0,"Une Junior peut et doit souvent viser un résultat positif pour assurer sa pérennité. La gestion désintéressée signifie que ces bénéfices ne doivent pas être distribués aux membres."
151,clr,CLR,"Que signifie le principe de 'gestion désintéressée' pour une Junior-Entreprise ?",2,"Que les bénéfices ne sont pas partagés entre les membres et doivent être réinvestis.",1,"Ce principe, fondamental pour les associations loi 1901, implique que l'objectif n'est pas l'enrichissement personnel des membres. Les excédents doivent servir le projet associatif."
151,clr,CLR,"Que signifie le principe de 'gestion désintéressée' pour une Junior-Entreprise ?",3,"Que les études doivent être réalisées à prix coûtant pour les clients.",0,"La Junior facture ses prestations à un prix de marché pour financer son fonctionnement, la formation de ses membres et sa pérennité, ce qui est compatible avec la gestion désintéressée."
152,clr,CLR,"Quel terme doit être utilisé par une Junior-Entreprise pour qualifier la somme versée à un étudiant en contrepartie de sa participation à une étude ?",0,Salaire,0,"Le terme 'salaire' est strictement lié au contrat de travail et à un lien de subordination, ce que les Juniors doivent absolument éviter."
152,clr,CLR,"Quel terme doit être utilisé par une Junior-Entreprise pour qualifier la somme versée à un étudiant en contrepartie de sa participation à une étude ?",1,"Rémunération",0,"Bien que courant, le terme 'rémunération' est également trop proche du monde du salariat. La documentation préconise un terme plus spécifique au cadre associatif et pédagogique."
152,clr,CLR,"Quel terme doit être utilisé par une Junior-Entreprise pour qualifier la somme versée à un étudiant en contrepartie de sa participation à une étude ?",2,"Rétribution ou indemnité d'engagement associatif",1,"KiwiLegal insiste sur l'importance d'utiliser des termes comme 'rétribution' ou, plus récemment, 'indemnité d’engagement associatif' pour marquer la distinction avec le salariat."
152,clr,CLR,"Quel terme doit être utilisé par une Junior-Entreprise pour qualifier la somme versée à un étudiant en contrepartie de sa participation à une étude ?",3,Honoraires,0,"Sur le plan fiscal (pour la déclaration de revenus de l'étudiant et la DAS2), ces sommes sont considérées comme des honoraires. Cependant, dans la communication et les documents internes, le terme 'rétribution' est préféré pour décrire la relation."
153,clr,CLR,"Quelle affirmation concernant le statut juridique des Junior-Entreprises est correcte ?",0,"Elles sont des Sociétés par Actions Simplifiées (SAS) à but non lucratif.",0,"Les Juniors ne sont pas des sociétés commerciales. KiwiLegal précise qu'il ne faut jamais mentionner le Registre du Commerce et des Sociétés (RCS)."
153,clr,CLR,"Quelle affirmation concernant le statut juridique des Junior-Entreprises est correcte ?",1,"Elles sont des associations de loi 1901 à caractère pédagogique.",1,"La documentation (KiwiLegal, etc.) définit systématiquement la Junior-Entreprise comme une association loi 1901 bénéficiant d'un statut dérogatoire en raison de son caractère pédagogique."
153,clr,CLR,"Quelle affirmation concernant le statut juridique des Junior-Entreprises est correcte ?",2,"Elles sont des auto-entreprises collectives gérées par des étudiants.",0,"Le statut d'auto-entrepreneur est un statut d'entreprise individuelle, incompatible avec la structure collective et associative d'une Junior."
153,clr,CLR,"Quelle affirmation concernant le statut juridique des Junior-Entreprises est correcte ?",3,"Elles sont des Établissements Publics à caractère Industriel et Commercial (EPIC).",0,"Ce statut relève du droit public et ne correspond absolument pas à la nature juridique d'une Junior-Entreprise, qui est une entité de droit privé."
154,clr,CLR,"En cas de contrôle URSSAF, quel document principal permet de prouver le caractère pédagogique d'une étude ?",0,"Le rapport d'activité annuel de la Junior-Entreprise.",0,"Le rapport d'activité est un document de synthèse global, l'URSSAF demandera des preuves spécifiques à chaque étude contrôlée."
154,clr,CLR,"En cas de contrôle URSSAF, quel document principal permet de prouver le caractère pédagogique d'une étude ?",1,"La facture finale envoyée au client.",0,"La facture est une pièce comptable qui atteste de la transaction financière mais ne donne que peu d'informations sur le contenu et la nature pédagogique de la mission."
154,clr,CLR,"En cas de contrôle URSSAF, quel document principal permet de prouver le caractère pédagogique d'une étude ?",2,"Les documents d'étude, notamment la Convention d'Étude et le livrable.",1,"KiwiLegal précise que la Convention d'Étude, qui détaille la méthodologie, et le livrable, qui montre le travail effectué, sont les preuves du lien avec les enseignements et de la nature de l'étude."
154,clr,CLR,"En cas de contrôle URSSAF, quel document principal permet de prouver le caractère pédagogique d'une étude ?",3,"Le Bulletin de Versement de l'intervenant.",0,"Le BV est la preuve du paiement et du calcul des cotisations sociales, mais il ne justifie pas le caractère pédagogique du travail pour lequel la rétribution a été versée."
155,clr,CLR,"Lorsqu'une Junior négocie un contrat avec un client, quelle clause doit-elle refuser ou faire modifier si elle apparaît ?",0,"Une clause de confidentialité sur les données de l'étude.",0,"Les clauses de confidentialité sont standards et légitimes. La Junior doit simplement s'assurer qu'elles n'empêchent pas ses obligations légales d'archivage."
155,clr,CLR,"Lorsqu'une Junior négocie un contrat avec un client, quelle clause doit-elle refuser ou faire modifier si elle apparaît ?",1,"Une clause mentionnant le Tribunal de Commerce comme juridiction compétente.",1,"KiwiLegal alerte sur ce point : une Junior étant une association civile, elle ne relève pas du Tribunal de Commerce. Mentionner ce tribunal pourrait être interprété comme une reconnaissance d'une activité commerciale."
155,clr,CLR,"Lorsqu'une Junior négocie un contrat avec un client, quelle clause doit-elle refuser ou faire modifier si elle apparaît ?",2,"Une clause de pénalités en cas de retard de livraison.",0,"Les pénalités de retard sont négociables et peuvent faire partie du contrat. Ce n'est pas une clause à refuser par principe, mais à négocier attentivement."
155,clr,CLR,"Lorsqu'une Junior négocie un contrat avec un client, quelle clause doit-elle refuser ou faire modifier si elle apparaît ?",3,"Une clause définissant les modalités de paiement en plusieurs fois.",0,"Un échéancier de paiement est une pratique commerciale courante et tout à fait acceptable pour une Junior-Entreprise."
156,clr,CLR,"Selon la Norme Organisationnelle 2025, une Junior-Entreprise doit avoir une 'approche processus'. Qu'est-ce que cela implique ?",0,"Documenter chaque action individuelle de chaque membre.",0,"L'approche processus se concentre sur les enchaînements d'activités pour produire un résultat, pas sur le suivi individuel de chaque tâche."
